Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,81.159.224.201,Hertfordshire,2022-01-25T18:15:02.120Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c7:cb94:b601:f972:aa31:de75:5bb3,Hertfordshire,2022-01-25T06:55:43.945Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c5:4e98:5301:18ad:d2a1:6210:f795,Stockport,2022-01-21T20:03:00.429Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.146.59.240,Hertfordshire,2022-01-16T19:09:18.272Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.146.59.240,Hertfordshire,2022-01-14T19:51:57.210Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.185.101.203,Staffordshire,2022-01-10T08:07:01.605Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.185.101.203,Staffordshire,2022-01-08T09:02:40.768Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:a10e:2017:6e7a:e22b,Hertfordshire,2022-01-07T22:50:13.804Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:a838:91e2:396d:6a4c,Hertfordshire,2022-01-06T08:06:43.167Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:a838:91e2:396d:6a4c,Hertfordshire,2022-01-06T08:06:32.801Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,109.157.38.183,Cumbria,2022-01-02T21:44:33.943Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,109.157.38.183,Cumbria,2021-12-31T13:25:26.342Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.128.237.145,Stockport,2021-12-29T19:34:44.990Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.185.101.203,Staffordshire,2021-12-24T08:59:37.785Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:998c:7910:ca98:6e85,Hertfordshire,2021-12-21T16:43:00.396Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,86.185.101.203,Staffordshire,2021-12-21T16:42:08.437Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c7:cb94:b601:191b:79ee:e430:16ab,Hertfordshire,2021-12-17T17:52:54.308Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.185.101.203,Staffordshire,2021-11-29T19:51:23.223Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:3d9f:4650:ffe0:c450,Hertfordshire,2021-11-29T19:49:37.875Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.155.242.166,Essex,2021-11-28T12:26:25.418Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,109.155.242.166,Essex,2021-11-27T09:17:59.329Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,165.120.159.254,Hertfordshire,2021-11-26T19:47:54.201Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.155.242.156,"Newry, Mourne and Down",2021-11-25T20:48:30.591Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,109.155.242.156,"Newry, Mourne and Down",2021-11-23T12:47:33.292Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,109.155.242.156,"Newry, Mourne and Down",2021-11-18T19:56:58.663Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.155.242.156,"Newry, Mourne and Down",2021-11-18T08:36:48.668Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.155.242.170,Hertfordshire,2021-11-16T20:07:54.630Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,109.155.242.170,Hertfordshire,2021-10-31T19:45:27.153Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c7:cb94:b601:fdbf:3ee8:898:f23c,Hertfordshire,2021-10-31T18:15:08.776Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,157.231.131.114,Gwynedd,2021-10-27T20:47:51.450Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.144.137.12,Hertfordshire,2021-10-25T19:24:57.030Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.144.137.12,Hertfordshire,2021-10-22T14:15:29.923Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:19cf:3874:93f4:10a4,Hertfordshire,2021-10-17T18:48:38.067Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:f817:b7af:f31:366c,Hertfordshire,2021-10-15T11:53:43.533Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.144.137.12,Hertfordshire,2021-10-08T16:57:42.757Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.146.98.250,Stockport,2021-10-07T20:43:54.044Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.144.137.12,Hertfordshire,2021-10-06T19:12:09.666Z
NFAPPL-01-IPAD11=1-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPad Mini 5th Gen (Wi-Fi),Apple iPad Mini 5th Gen (Wi-Fi),2a00:23c4:c04:8301:960:f17b:88af:a667,Hertfordshire,2021-10-03T12:20:41.339Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.174.29.160,Stockport,2021-10-02T20:32:28.157Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.174.29.160,Stockport,2021-10-01T20:38:46.024Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.144.137.13,Hertfordshire,2021-09-18T18:42:24.242Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:5c7f:17f8:32c5:4e1,Hertfordshire,2021-09-17T19:47:18.673Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.184.43.163,Cheshire East,2021-09-12T20:02:49.269Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.147.156.154,Buckinghamshire,2021-09-12T19:20:01.943Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.144.137.13,Hertfordshire,2021-09-06T18:14:03.918Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:3422:86e3:229a:74dd,Hertfordshire,2021-09-04T16:30:44.464Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:dc5e:4635:76c0:7b2a,Hertfordshire,2021-08-30T15:31:48.754Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.144.137.13,Hertfordshire,2021-08-30T14:48:46.479Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,82.132.217.173,Aberdeen,2021-08-21T20:40:51.990Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.144.137.13,Hertfordshire,2021-08-17T20:11:49.483Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:c5d4:ff41:9102:4637,Hertfordshire,2021-08-17T20:08:58.352Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.129.87.166,Thurrock,2021-08-16T19:03:31.231Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,86.129.87.166,Thurrock,2021-08-13T15:36:10.143Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:7872:bd30:4489:709,Hertfordshire,2021-08-13T15:35:26.749Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,82.132.229.141,Northamptonshire,2021-08-08T14:44:54.555Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.129.87.166,Thurrock,2021-08-03T20:05:00.274Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:79e6:e1a7:7455:e34e,Hertfordshire,2021-07-31T16:11:09.781Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.158.191.173,Hertfordshire,2021-07-30T20:32:06.956Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.136.165.50,Stockport,2021-07-30T19:28:43.750Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.136.165.50,Stockport,2021-07-30T19:28:43.741Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:158a:be2c:14b5:561d,Hertfordshire,2021-07-28T21:13:36.793Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.5,Hertfordshire,2021-07-24T17:11:21.545Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:78dd:6665:a07d:8b4e,Hertfordshire,2021-07-22T21:56:05.120Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.5,Hertfordshire,2021-07-19T18:08:23.289Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.147.156.149,Buckinghamshire,2021-07-18T14:53:49.296Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.127.73,Hertfordshire,2021-07-16T20:18:01.497Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.127.73,Hertfordshire,2021-07-15T20:18:24.188Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,86.134.127.73,Hertfordshire,2021-07-13T16:09:46.631Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.54.69.13,Hertfordshire,2021-07-08T20:03:43.646Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.54.69.13,Hertfordshire,2021-07-05T19:42:03.486Z
NFANDROID2-PRV-SABRINA-GOOGLCHROMECAST-21670-1366D9A884BDDFE84C20C626055A3524247A6B2FDEE6DE8A723975E5B07E380B,GB,Google Sabrina ATV Set Top Box,Google Sabrina ATV Set Top Box,31.54.69.13,Hertfordshire,2021-07-05T18:58:30.286Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.236.20,Essex,2021-06-21T19:52:52.674Z
YVWBT-DT20-EE505111-5206-4F82-B11E-5EAD7DAFA601,GB,Youview British Telecom DTR-T2100 Set Top Box,Youview British Telecom DTR-T2100 Set Top Box,86.175.14.35,Stockport,2021-06-20T20:35:12.844Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:b89f:9c45:3ef:b8dc,Hertfordshire,2021-06-12T20:44:34.844Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:81b3:9c76:65b8:3a50,Hertfordshire,2021-06-04T19:16:58.966Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:4c2b:1b86:9b81:a377,Hertfordshire,2021-06-02T21:32:32.355Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.236.20,Essex,2021-06-01T20:23:55.630Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:a433:1577:a7bf:2237,Hertfordshire,2021-06-01T20:23:37.073Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,109.155.104.5,Cumbria,2021-05-28T18:54:38.540Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,109.155.104.5,Cumbria,2021-05-28T18:42:39.255Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,86.181.20.21,Cumbria,2021-05-26T18:56:57.259Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,86.173.172.146,Buckinghamshire,2021-05-22T20:39:58.974Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c5:4e98:5301:396d:ec06:da7a:7264,Stockport,2021-05-21T16:25:00.864Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,82.132.228.139,Northamptonshire,2021-05-21T13:20:59.802Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.61,Hertfordshire,2021-05-18T20:20:46.944Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,31.48.249.61,Hertfordshire,2021-05-15T19:19:19.669Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:8199:28f0:5543:ba4b,Hertfordshire,2021-05-15T06:45:58.745Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.148.235.234,Hammersmith and Fulham,2021-05-09T19:45:13.731Z
NFANDROID2-PRV-SONYANDROIDTV2018M24K-SONY=BRAVIA=4K=GB=ATV3-7506-3FC450552AF29994377F37A84CF42069403AFB29996B7C4B54A9CB5875599942,GB,Sony Sony Android TV 2018 M2 4K Smart TV,Sony Sony Android TV 2018 M2 4K Smart TV,157.231.131.114,Gwynedd,2021-05-08T14:09:39.575Z
SKUSKYHQW=00000000000000001000000000295519,GB,Sky UK skytitanuk MVPD STB,Sky UK skytitanuk MVPD STB,109.146.174.129,Buckinghamshire,2021-05-02T19:20:09.023Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.148.235.234,Hammersmith and Fulham,2021-05-02T10:17:11.561Z
NFAPPL-02-IPHONE13=1-EDE9175EA23D28A7CF49845545CCEDB392BC5CDCCF101007D155A283172CB3CE,GB,iPhone 12 Mini,iPhone 12 Mini,2a00:23c4:c04:8301:84e6:aeed:ecfb:9e7,Hertfordshire,2021-05-01T17:37:40.468Z
NFAPPL-02-IPHONE12=8-9C6B7FDD77C2BB3CE9C238B0F1BCCB2268D86C67083F7DF346EF70D5CC62D030,GB,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a00:23c4:c04:8301:8ce9:5d35:4ac5:ab2a,Hertfordshire,2021-04-25T19:44:57.952Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.169.85.249,Doncaster,2021-04-25T18:58:37.371Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.154.38.59,Hertfordshire,2021-04-20T20:01:04.500Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.169.30.207,Devon,2021-04-18T20:07:39.430Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.135.131.168,Hertfordshire,2021-04-16T11:44:46.316Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.135.131.168,Hertfordshire,2021-04-15T20:29:40.911Z
SSTV-JZL1-0000000000000006626012,GB,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,86.134.127.19,Bath and North East Somerset,2021-04-14T20:54:14.225Z
